"service_id","date","exception_type"
"平日（大蔵）","20230503","2"
"平日（大蔵）","20230504","2"
"平日（大蔵）","20230505","2"
"平日（大蔵）","20230717","2"
"平日（大蔵）","20230811","2"
"平日（大蔵）","20230918","2"
"平日（大蔵）","20231009","2"
"平日（大蔵）","20231103","2"
"平日（大蔵）","20231123","2"
"平日（大蔵）","20240101","2"
"平日（大蔵）","20230108","2"
"平日（大蔵）","20240223","2"
"平日（大蔵）","20240320","2"
