trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
1++all+37,19:01:00,19:01:00,8_1,8,,0,0,1
1++all+37,19:01:00,19:01:00,9_1,9,,0,0,1
1++all+37,19:02:00,19:02:00,10_1,10,,0,0,1
1++all+37,19:02:00,19:02:00,11_1,11,,0,0,1
1++all+37,19:05:00,19:05:00,1_1,12,,1,0,1
1++all+38,19:30:00,19:30:00,1_1,1,,0,1,1
1++all+38,19:30:00,19:30:00,2_1,2,,0,0,1
1++all+38,19:33:00,19:33:00,3_1,3,,0,0,1
1++all+38,19:34:00,19:34:00,4_1,4,,0,0,1
1++all+38,19:35:00,19:35:00,5_1,5,,0,0,1
1++all+38,19:35:00,19:35:00,6_1,6,,0,0,1
1++all+38,19:36:00,19:36:00,7_1,7,,0,0,1
1++all+38,19:36:00,19:36:00,8_1,8,,0,0,1
1++all+38,19:36:00,19:36:00,9_1,9,,0,0,1
1++all+38,19:37:00,19:37:00,10_1,10,,0,0,1
1++all+38,19:37:00,19:37:00,11_1,11,,0,0,1
1++all+38,19:40:00,19:40:00,1_1,12,,1,0,1
