stop_id,stop_name,platform_code,stop_lat,stop_lon,zone_id,location_type
2_1,ふくろう堂,,35.761797,139.821239,2_1,0
1_1,千代田線綾瀬駅,,35.76218,139.823304,1_1,0
3_1,東武線小菅駅,,35.758254,139.813514,3_1,0
4_1,煉瓦通り中央,,35.756861,139.815123,4_1,0
5_1,松原児童遊園,,35.756586,139.816657,5_1,0
6_1,光ストア,,35.755629,139.81692,6_1,0
8_1,磯川木材店,,35.755006,139.818825,8_1,0
7_1,小菅薬局,,35.754854,139.817805,7_1,0
9_1,土手歯科医院,,35.755124,139.819779,9_1,0
10_1,小菅三丁目,,35.755346,139.821652,10_1,0
11_1,野崎医院,,35.756382,139.823433,11_1,0
